,600000.SH,600006.SH,600008.SH,600185.SH,600232.SH,600233.SH,600320.SH,600391.SH,600396.SH,600519.SH
2012,1.1254199328107504,0.857566765578635,1.6043737574552683,1.1924398625429553,0.927063339731286,1.2419512195121951,0.6869565217391305,0.7439483593329748,0.9075144508670521,0.8007281553398058
2013,0.9681592039800995,1.055363321799308,0.8252788104089219,1.3472622478386165,1.0393374741200827,0.7007069913589945,1.0727848101265822,0.8799710773680405,1.3184713375796178,0.9850863898150956
2014,1.6392600205549845,2.5245901639344264,2.3558558558558556,2.8898395721925136,1.3864541832669324,2.1065022421524664,2.43952802359882,3.7214461791290057,0.9661835748792271,1.2021662871561327
2015,1.1398119122257053,0.8571428571428571,0.5481198215423837,0.6410066617320503,1.420977011494253,1.4709952102182013,0.5671100362756953,0.928902627511592,0.66125,1.2546841404730213
2016,0.888888888888889,1.046969696969697,0.5453488372093024,0.3354503464203233,1.1193124368048533,0.8465991316931982,1.277185501066098,0.8578559543617781,0.943289224952741,1.5898649475702804
2017,0.7246287128712872,0.7134587554269175,1.115138592750533,0.9225473321858865,0.5844625112917795,0.6961538461538461,0.8580968280467445,0.5755056802438347,0.5410821643286573,1.745265102910229
2018,0.9769427839453457,1.0324543610547667,0.8126195028680687,1.0615671641791045,1.2272024729520867,0.847145488029466,0.8385214007782101,0.8493018777082331,0.8666666666666666,1.2631238420139401
2019,0.881993006993007,0.7976424361493123,0.7105882352941176,0.7240773286467487,0.7682619647355163,0.8159420289855072,0.7563805104408353,0.9143990929705215,0.8247863247863249,1.2840512223515717
2020,1.0792864222001983,1.5665024630541875,1.0463576158940397,1.3810679611650487,0.8393442622950821,0.9911190053285969,1.0429447852760736,1.1277123372597646,1.4041450777202074,1.8535811423390753
2021,0.7410468319559228,0.8569182389937107,1.0126582278481013,1.2302284710017575,1.1484375,1.6129032258064515,0.9852941176470589,1.1665750412314457,1.3099630996309963,0.8706334067009048
